epoch,step,test_acc,test_auroc,test_bce,test_bmc,test_f1,test_precision,test_recall
0,0,0.8505405187606812,0.7512026429176331,0.5790185928344727,0.550147533416748,0.6326158046722412,0.7272216081619263,0.5663365721702576
