epoch,step,test_acc,test_auroc,test_bce,test_bmc,test_f1,test_precision,test_recall
0,0,0.8605627417564392,0.7627675533294678,0.5752652287483215,0.5656425952911377,0.6445090770721436,0.7196698784828186,0.5900365114212036
